Review_Date,Reviewer_Nationality,negative,positive,score
13/09/2022, United Kingdom , Hotel pictures must be old as hotel looks battered It really is in desperate need of a refurb Expensive for the standard of bedroom accommodation Look around before choosing to stay here as it really is disappointing and not good representation of value for money Rooms are small bathrooms not full size General cleanliness poor I did not take my shoes off in bedroom as carpet was so dirty Had room not been just a crash pad then I would have complained Bedroom furnishings so dated and bashed looks like a run down B B Noisy too guests coming in at all times yes I know it s a hotel paper thin walls and located near lift Avoid Receptionist was not very inviting I must have interrupted her conversion with her colleague to check in Prepare for a short stroll to nearest tube When I requested a taxi at reception I was told to walk to the Hilton Hotel wish I d stayed at the Hilton Returned to hotel around midnight straight in past night manager who did not even look at me I could have been anyone going into lift Breakfast was busy and although looked ok selection all needed replenishing and had to keep asking the 2 waitresses who were so busy for items so I Would not stay here again or recommend Don t be mislead by the pictures Glad that I was solo as embarassed hotel was not my usual standards , Nothing positive was very happy to leave and if I had looked at room before paying I would have left and tried to find somewhere else even paying more Location suited trip although it s not that close to tube used as a crash pad free wi fi but again only used for 30mins so can t comment on reliability or speed are really only positives,3.3
13/09/2022, United Kingdom , Room was OK drinks expensive in the bar, Good location friendly staff Trevor the Head Concierge was really friendly nice bar area,7.5
13/09/2022, United Kingdom , No hot water in the evening or the morning Really poor,No Positive,6.3
13/09/2022, United Kingdom , No English channels on the tv, Great view of the Eiffel Tower from 6th floor bedroom very friendly staff always greeted with good morning when coming out of the lift ,10
13/09/2022, France ,No Negative, Everything is perfect,10
13/09/2022, Belgium ,No Negative, Great service and the hotel staff was extremely polite ,10
13/09/2022, United Kingdom ,No Negative, Great service and location Around the corner from the expo porte de versailles about 10 minutes walk so perfect for business Also only a few minutes walk to two different metros There s a bakery pharmacy and mini supermarket around the corner Snacks and coffee available all day very spacious and comfortable rooms and reliable wifi ,9.6
12/09/2022, United Kingdom , My request for late checkout was not well handled, Location,8.3
12/09/2022, United Kingdom , Awkward to park as not many spaces it would appear Food was good but menu not what I would have expected , Impressive building from the outside suites were decorated to a high standard and well cleaned by housekeeping Food was good and reasonably priced Easy to get into London as this was the purpose of our trip,8.3
12/09/2022, United Kingdom , Liked it all, Stunning hotel with lovely down to earth staff a fantastic location for Wembley we had the room whisky galor this is a stunning suit,10
12/09/2022, United Kingdom , Asked for bathrobes to be delivered as they weren t in the wardrobe Didn t arrive , Location Could room was excellent Triple family room third bed wasn t very big but ok,9.6
12/09/2022, Sweden ,No Negative, The view from the room ,9.6
12/09/2022, United Kingdom , Fairly close to the red light district completely safe but a bit seedy, Unique decor for each bedroom,7.1
11/09/2022, United Kingdom , The hotel or booking com taking the money out of my account twice ,No Positive,6.7
11/09/2022, United Kingdom , thought breakfast would be included given the price not enough power plugs in room for kettle and charger , good location nice interior professional staff,8.3
11/09/2022, United Kingdom ,No Negative, Excellent price combined with perfect location for an event at the Grosvenor The staff were lovely I love this little hotel it s nice to be somewhere so boutiquey right in the heart of all those big Mayfair hotels ,10
11/09/2022, United Kingdom , Size of the room was quite small but still enjoyable , Fantastic selection of food for the breakfast buffet Also loved the complimentary cookies ,7.5
11/09/2022, United Kingdom , When we arrived we were told we had been upgraded to a double room room I had booked a twin room as I was travelling with a work colleague to a conference for work The curtains in the room were filthy and hanging off the wall and we were right next to the lift and we could hear it all night , Breakfast was fine Location was good ,4.6
11/09/2022, Poland , Room service used to leave their key cards in my room some strange piece of clothes I think after laundry but not mine at all In the bathroom I found also some medicines after the last customer also not a nice feeling , Good breakfast great fresh juices fresh pastries live cooking Warm and communicative staff the desk Very good location 2 mins to M13 Line pretty comfy with visiting Paris 4 business and leasure ,7.5
11/09/2022, Switzerland , Buffet breakfast good but not replenished on a timely basis when busy The bathroom more correctly shower toilet was tiny , A great location if arriving departing by train from Gare du Lyon but require immediate access to RER metro buses,7.9
11/09/2022, Australia , no where to put my suitcase, bed very comfortable no noise at all at night,7.9
11/09/2022, Venezuela ,No Negative, Ba o impecable ,10
10/09/2022, Norway , Very smal room, Nice people updated but very small,8.3
10/09/2022, United Kingdom , the room we stay in was noisy as it was a loft room we could hear the air condition or the heating system also the lift we were on the 5th floor most of the night so it was noisy in that repect, it was close to where we visiting,7.9
10/09/2022, United States of America , I have nothing bad to say about the hotel with the exception of the price You most certainly pay for the location which for a family with young children was worth it , They staff was lovely and helpful to both my children and me The room was beautiful clean and comfortable It even had 120v plugs which was super helpful The location was PERFECT We were walking distance to a huge portion of the city and only a short inexpensive can ride to anywhere else ,8.8
